retrieved_at,prefecture,agency,case_type,title,announcement_date,url,source
2026-05-14 19:35:38,全国,法務省,委託,法務省人権擁護局ウェブサイト改修等業務の請負 一式,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,財務省,物品,業務センター対象署拡大による事務机等の購入,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,財務省,委託,業務センター及び税務署における什器類移転等業務（４コース）,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,財務省,委託,業務センター及び税務署における什器類移転等業務（３コース）,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,財務省,委託,業務センター及び税務署における什器類移転等業務（２コース）,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,財務省,委託,業務センター及び税務署における什器類移転等業務（１コース）,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,農林水産省,役務,森林環境保全整備事業（立丸山国有林）,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,財務省,委託,個別指導方式による記帳指導実施業務,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,財務省,委託,会計ソフトを利用した記帳指導実施業務,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,法務省,物品,令和８年度青森地方検察庁ほか２官署事務用品（消耗品）購入契約,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,総務省,役務,令和８年度電波利用環境保護周知啓発活動におけるインターネット広告の請負,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
